R;G;B
43;136;41
43;136;41
43;136;41
43;135;40
43;135;40
43;135;40
43;135;40
43;135;40
43;135;40
43;134;40
43;135;40
43;135;40
43;135;40
43;135;40
43;135;40
43;134;39
43;134;39
42;134;39
42;133;39
42;133;39
42;133;39
42;133;40
42;133;40
42;133;39
42;133;39
42;133;40
42;133;40
42;133;39
42;133;39
42;133;39
42;133;40
42;133;40
42;133;40
42;133;40
42;133;39
42;133;39
42;132;39
43;134;40
43;134;40
42;134;40
42;134;40
42;134;40
42;134;40
42;134;39
42;134;39
42;133;39
42;133;39
42;133;39
42;133;39
42;134;38
42;134;38
42;133;37
42;133;37
42;133;37
43;133;38
43;133;38
43;133;38
43;133;38
43;132;38
43;132;38
43;131;39
43;131;39
43;131;39
43;131;39
43;131;39
43;131;39
43;131;39
43;130;39
43;130;39
43;130;39
43;130;39
43;130;39
43;130;39
43;130;39
42;130;39
42;130;39
40;129;37
40;129;37
40;130;37
40;130;37
40;130;37
41;131;37
41;131;37
41;131;37
41;131;37
43;132;39
43;132;39
43;132;39
43;133;40
43;133;40
43;132;39
43;132;39
43;132;39
42;132;40
42;131;40
42;131;40
42;130;40
42;130;40
42;130;39
42;130;39
40;127;38
40;127;38
40;127;38
40;127;38
40;127;37
40;127;37
41;128;38
41;127;37
41;127;37
40;126;37
40;125;37
40;125;37
40;125;36
40;125;36
39;125;36
39;125;36
40;126;37
40;126;37
39;124;36
39;124;36
40;125;36
40;125;36
40;125;36
39;125;36
39;125;36
41;127;37
41;127;38
41;127;38
41;127;38
41;127;38
42;127;38
41;126;37
41;126;37
41;126;37
42;127;38
42;127;38
42;127;39
42;127;39
42;127;39
42;127;39
42;127;39
42;127;39
42;127;39
41;127;38
41;127;38
42;127;39
42;127;39
40;126;38
41;126;39
41;126;39
40;126;39
41;126;39
41;126;39
40;125;38
40;125;38
40;125;38
40;125;38
40;126;39
40;126;39
39;125;38
39;125;38
39;125;38
39;126;38
39;126;38
39;125;38
39;125;38
40;126;38
40;126;36
40;126;36
40;126;36
40;125;37
40;125;37
39;123;36
39;125;37
39;125;37
38;124;36
38;124;36
39;125;36
39;125;36
39;125;36
39;125;36
39;126;37
40;124;37
40;124;37
40;124;38
41;125;39
40;125;38
40;125;38
40;125;37
41;127;38
41;127;38
40;126;37
40;126;37
41;125;38
41;124;38
41;124;38
40;123;37
40;123;37
40;123;37
39;122;36
39;122;36
39;120;36
39;120;36
37;118;34
37;118;34
38;118;34
37;119;34
37;119;34
37;118;33
37;118;33
37;118;33
37;118;33
37;118;34
37;118;34
37;118;34
38;118;36
39;121;36
39;122;36
39;122;36
39;123;35
39;123;35
41;125;36
41;125;36
40;124;36
41;126;37
41;126;37
41;126;37
41;126;37
41;126;37
41;126;37
41;126;38
41;126;38
41;126;37
41;126;37
41;126;38
41;126;38
41;126;38
40;126;38
40;126;38
40;126;37
40;126;37
41;127;38
41;127;38
39;127;37
39;127;37
39;127;37
39;127;37
41;128;37
41;128;37
40;128;37
40;128;37
39;127;36
39;127;36
40;127;36
40;127;36
40;127;36
40;127;36
39;126;36
39;126;36
40;126;37
40;126;37
39;125;36
39;125;36
40;125;36
40;125;36
40;125;36
40;125;36
40;125;36
40;125;36
41;125;37
40;124;37
40;124;37
40;124;37
40;124;37
40;124;37
40;124;38
40;124;38
40;124;37
40;124;37
40;124;37
40;124;37
40;124;37
40;124;37
40;124;37
40;124;37
40;124;37
39;124;37
39;124;37
39;124;37
40;125;38
40;125;38
40;125;38
40;125;37
40;125;37
40;125;37
41;125;38
40;125;37
40;125;37
40;125;37
40;125;37
40;125;37
41;126;38
41;126;38
41;126;38
41;126;37
41;126;37
40;126;37
40;126;37
40;125;37
40;125;37
40;125;37
40;127;38
40;128;38
40;128;38
40;127;37
40;127;37
41;128;37
41;128;37
41;129;38
41;129;38
41;129;38
42;130;39
42;130;39
44;131;40
44;131;40
44;132;40
44;132;40
44;132;40
44;132;40
44;132;40
44;132;40
44;132;40
44;132;40
43;132;40
43;132;40
42;130;39
42;130;39
42;130;39
42;129;38
42;129;38
41;127;37
41;127;37
40;127;37
40;127;37
40;127;37
41;126;38
41;126;38
39;124;36
39;124;36
38;124;36
38;124;36
39;125;36
39;125;36
39;125;36
39;125;36
40;125;37
40;125;37
38;123;35
38;123;35
38;123;35
40;125;37
40;124;37
40;124;37
39;123;36
39;123;36
40;123;36
40;123;36
40;123;36
40;123;36
39;123;37
39;123;37
40;124;37
40;123;37
40;123;37
40;124;38
40;124;38
40;124;38
40;124;38
41;125;39
41;125;39
41;125;39
41;125;39
41;125;39
40;125;37
40;125;37
40;125;37
41;128;38
41;128;38
42;128;38
42;128;38
42;128;38
41;128;38
41;128;38
41;127;38
41;127;38
42;128;38
42;128;38
42;127;38
40;126;38
40;126;38
40;125;38
40;125;38
40;124;38
40;124;38
40;124;38
39;124;37
39;123;38
39;123;38
39;123;38
39;123;38
38;122;36
38;122;36
38;122;36
39;123;37
37;121;36
38;122;36
38;122;36
38;122;36
39;123;36
39;123;36
39;123;36
40;123;37
40;123;37
40;123;37
40;123;37
41;125;37
41;125;37
41;125;37
41;125;36
41;125;36
40;124;36
40;124;36
40;124;36
40;124;36
40;124;36
40;124;36
40;124;36
40;124;36
40;123;37
40;123;37
40;123;37
40;124;38
40;124;38
40;124;38
39;123;37
39;123;37
39;123;37
39;124;37
39;124;37
39;124;37
40;125;37
40;125;37
41;126;38
41;126;38
41;126;38
42;126;39
42;126;39
42;126;39
42;126;40
42;126;39
42;126;39
40;125;38
40;125;38
40;125;37
40;125;37
39;125;36
39;125;36
40;126;37
40;126;37
40;125;36
40;125;36
40;125;37
40;125;37
40;125;37
40;125;37
40;125;37
40;125;37
40;125;38
40;125;38
40;125;38
39;124;37
39;124;37
39;124;37
39;124;37
39;123;37
39;123;37
40;124;37
40;124;37
40;124;37
